Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId	SourceDisplayName
Lámina 1 ¿Qué son los datos?	Los datos son cualquier información recopilada sistemáticamente a través de diferentes métodos.\n\nEn el caso de las instituciones escolares es aquella información significativa respecto de los estudiantes, las familias, los docentes y la escuela, que al organizarse posibilita representar diversos aspectos de la institución educativa.\n\nLos datos educativos pueden ser de tipo cuantitativo y cualitativo.\n\nPueden ser provistos por el sistema, y también ser producidos por los propios establecimientos o actores involucrados.\n\nAlgunos ejemplos: \n\nInformación recopilada a través de diferentes métodos: pruebas, observaciones, diagnósticos, entrevistas.\n\nInformación significativa de diferentes actores: evaluaciones formativas de estudiantes; asistencia a reuniones de apoderados; antigüedad promedio de los docentes.\n\nPueden ser cuantitativos y cualitativos: datos demográficos o pruebas estandarizadas vs. información levantada en grupos focales o el registro de una entrevista de apoderado.\n\nProvistos por el sistema, los propios establecimientos o actores involucrados: Simce e Indicadores de Desarrollo Personal y Social, de la Agencia de Calidad de la Educación; evaluación de la cobertura curricular y resultados de aprendizaje realizados por la escuela.	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[{"ClusterHead":"Qué son los datos?","TotalAutoSuggestedCount":3,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Qué son los datos?","AutoSuggestedCount":3,"UserSuggestedCount":0}]},{"ClusterHead":"¿Qué son los datos?","TotalAutoSuggestedCount":2,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"¿Qué son los datos?","AutoSuggestedCount":2,"UserSuggestedCount":0}]}]	False	[]	25	Guía metodológica
Lámina uno ¿Qué son los datos?	Los datos son cualquier información recopilada sistemáticamente a través de diferentes métodos.\n\nEn el caso de las instituciones escolares es aquella información significativa respecto de los estudiantes, las familias, los docentes y la escuela, que al organizarse posibilita representar diversos aspectos de la institución educativa.\n\nLos datos educativos pueden ser de tipo cuantitativo y cualitativo.\n\nPueden ser provistos por el sistema, y también ser producidos por los propios establecimientos o actores involucrados.\n\nAlgunos ejemplos: \n\nInformación recopilada a través de diferentes métodos: pruebas, observaciones, diagnósticos, entrevistas.\n\nInformación significativa de diferentes actores: evaluaciones formativas de estudiantes; asistencia a reuniones de apoderados; antigüedad promedio de los docentes.\n\nPueden ser cuantitativos y cualitativos: datos demográficos o pruebas estandarizadas vs. información levantada en grupos focales o el registro de una entrevista de apoderado.\n\nProvistos por el sistema, los propios establecimientos o actores involucrados: Simce e Indicadores de Desarrollo Personal y Social, de la Agencia de Calidad de la Educación; evaluación de la cobertura curricular y resultados de aprendizaje realizados por la escuela.	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[{"ClusterHead":"Qué son los datos?","TotalAutoSuggestedCount":3,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Qué son los datos?","AutoSuggestedCount":3,"UserSuggestedCount":0}]},{"ClusterHead":"¿Qué son los datos?","TotalAutoSuggestedCount":2,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"¿Qué son los datos?","AutoSuggestedCount":2,"UserSuggestedCount":0}]}]	False	[]	25	Guía metodológica
Lámina 3 ¿Para qué sirve el uso de datos?	En una institución educativa, el uso de datos tiene un propósito eminentemente aplicado, es decir, se busca que estos sean transformados en conocimiento útil para la toma de decisiones dirigida al mejoramiento educativo.\n\nEl uso de datos siempre debiera ir acompañado de un proceso de interpretación y análisis, el cual es subjetivo e intersubjetivo (es decir, es realizado por sujetos individuales o por grupos de sujetos), quienes además están insertos en una organización específica.\n\nUn adecuado uso de datos requiere de un modelo ecológico, es decir de condiciones en el sistema y rutinas en la organización que permitan la recolección, organización y análisis sistemático de datos.	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[{"ClusterHead":"que usos le podriamos dar a los datos","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"que usos le podriamos dar a los datos","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"me explicas el uso de datos?","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"me explicas el uso de datos?","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	26	Guía metodológica
Lámina tres ¿Para qué sirve el uso de datos?	En una institución educativa, el uso de datos tiene un propósito eminentemente aplicado, es decir, se busca que estos sean transformados en conocimiento útil para la toma de decisiones dirigida al mejoramiento educativo.\n\nEl uso de datos siempre debiera ir acompañado de un proceso de interpretación y análisis, el cual es subjetivo e intersubjetivo (es decir, es realizado por sujetos individuales o por grupos de sujetos), quienes además están insertos en una organización específica.\n\nUn adecuado uso de datos requiere de un modelo ecológico, es decir de condiciones en el sistema y rutinas en la organización que permitan la recolección, organización y análisis sistemático de datos.	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[{"ClusterHead":"que usos le podriamos dar a los datos","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"que usos le podriamos dar a los datos","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"me explicas el uso de datos?","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"me explicas el uso de datos?","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	26	Guía metodológica
2a actividad: ¿Con qué datos cuenta la escuela?	Se sugiere que un integrante del Equipo de Gestión presente el marco teórico que facilitará la explicación y comprensión del uso de datos.\n\n1.  _ Cada grupo completa el tipo de datos con los que la escuela cuenta actualmente.\n2.  _ Los grupos conformados por EGE y asistentes de la educación se focalizan en datos que pueden ser relevantes para la toma de decisiones a nivel institucional.\n3.  _ Los grupos conformados por docentes se focalizan en datos que pueden ser relevantes para la toma de decisiones a nivel aula.\n\n3 ra Actividad: En base a la matriz trabajada, cada grupo elige entre 3 a 5 datos y comenta el nivel de acceso y disponibilidad de estos al interior de la escuela.\n\nPara esto, contesten las siguientes preguntas, registrando sus respuestas en las líneas al final de la página.	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[{"ClusterHead":"Lámina 1 ¿Qué son los datos?","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Lámina 1 ¿Qué son los datos?","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"Describeme la activiad 2 ","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Describeme la activiad 2 ","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	27	Guía metodológica
Segunda actividad: ¿Con qué datos cuenta la escuela?	Se sugiere que un integrante del Equipo de Gestión presente el marco teórico que facilitará la explicación y comprensión del uso de datos.\n\n1.  _ Cada grupo completa el tipo de datos con los que la escuela cuenta actualmente.\n2.  _ Los grupos conformados por EGE y asistentes de la educación se focalizan en datos que pueden ser relevantes para la toma de decisiones a nivel institucional.\n3.  _ Los grupos conformados por docentes se focalizan en datos que pueden ser relevantes para la toma de decisiones a nivel aula.\n\n3 ra Actividad: En base a la matriz trabajada, cada grupo elige entre 3 a 5 datos y comenta el nivel de acceso y disponibilidad de estos al interior de la escuela.\n\nPara esto, contesten las siguientes preguntas, registrando sus respuestas en las líneas al final de la página.	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[{"ClusterHead":"Lámina 1 ¿Qué son los datos?","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Lámina 1 ¿Qué son los datos?","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"Describeme la activiad 2 ","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Describeme la activiad 2 ","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	27	Guía metodológica
¿Dónde se encuentran los datos?	[Plataforma institucional; plataforma Mineduc; libros de clase; secretaría académica; no se sabe; otros (indicar ubicación)].	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[]	False	[]	28	Guía metodológica
¿En qué formato están los datos?	(digital; impreso).	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[]	False	[]	29	Guía metodológica
¿Los datos están sistematizados y organizados?	(sí; no; en proceso).	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[]	False	[]	30	Guía metodológica
¿Quién(es) tiene(n) acceso a los datos?	[director; equipo de gestión; equipo psicosocial o PIE; profesor(a) jefe; profesor de asignatura; encargado(a) de convivencia escolar; otro (indicar actor)].	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[]	False	[]	31	Guía metodológica
4a actividad: Cierre y acuerdos Respecto de los datos, ¿qué podríamos mejorar?	En base al análisis, cada grupo elige 1 o 2 tipos de datos que, en su opinión, podrían tener un mejor nivel de acceso y disponibilidad.\n\nTodos juntos En plenario, cada grupo realiza una puesta en común con el fin de identificar aquellos datos que más se repiten.\n\nLuego, y siempre teniendo en cuenta la factibilidad, se proponen encargados que puedan recolectar esos datos, así como formas de facilitar el acceso a ellos.	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[]	False	[]	33	Guía metodológica
Cuarta actividad: Cierre y acuerdos Respecto de los datos, ¿qué podríamos mejorar?	En base al análisis, cada grupo elige 1 o 2 tipos de datos que, en su opinión, podrían tener un mejor nivel de acceso y disponibilidad.\n\nTodos juntos En plenario, cada grupo realiza una puesta en común con el fin de identificar aquellos datos que más se repiten.\n\nLuego, y siempre teniendo en cuenta la factibilidad, se proponen encargados que puedan recolectar esos datos, así como formas de facilitar el acceso a ellos.	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[]	False	[]	33	Guía metodológica
Taller 2 ¿Cómo analizamos nuestros datos? ¿Cómo está nuestra cultura de uso de datos?	Objetivos:\n- Entregar criterios y orientaciones que permitan un mejor uso y análisis de datos al interior de la escuela.\n- Realizar un diagnóstico en relación al propio uso, manejo y análisis de datos al interior de la escuela, poniendo como foco los datos entregados por la Agencia de Calidad de la Educación.\n\nPrincipales conceptos a abordar:\n- Qué se entiende por análisis de datos.\n- Orientaciones y criterios centrales para el análisis de datos.\n- Datos entregados por la Agencia de Calidad.\n\nMetodología:\n- Trabajo colaborativo, articulado y participativo entre el equipo docente, equipo directivo, asistentes de la educación y/o equipo psicosocial.\n- Se sugiere trabajar la indagación de datos en grupos pequeños y propiciar el plenario para los acuerdos de mejora.\n\nRecomendaciones:\n- Se recomienda contar con hojas blancas y lápices para el trabajo en grupos; papelógrafo o pizarra para la puesta en común.\n- Al finalizar, recuerden recopilar el resultado del trabajo de cada grupo, el cual podrá ser usado para futuras intervenciones.\n- Propiciar un ambiente de trabajo cordial y confortable para la realización de este taller.\n- Se recomienda contar con los diferentes datos entregados por la Agencia de Calidad a la escuela.	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[{"ClusterHead":"taller 2","TotalAutoSuggestedCount":2,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"taller 2","AutoSuggestedCount":2,"UserSuggestedCount":0}]},{"ClusterHead":"talleres de orientacion","TotalAutoSuggestedCount":4,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"talleres de orientacion","AutoSuggestedCount":4,"UserSuggestedCount":0}]}]	False	[]	34	Guía metodológica
Taller dos ¿Cómo analizamos nuestros datos? ¿Cómo está nuestra cultura de uso de datos?	Objetivos:\n- Entregar criterios y orientaciones que permitan un mejor uso y análisis de datos al interior de la escuela.\n- Realizar un diagnóstico en relación al propio uso, manejo y análisis de datos al interior de la escuela, poniendo como foco los datos entregados por la Agencia de Calidad de la Educación.\n\nPrincipales conceptos a abordar:\n- Qué se entiende por análisis de datos.\n- Orientaciones y criterios centrales para el análisis de datos.\n- Datos entregados por la Agencia de Calidad.\n\nMetodología:\n- Trabajo colaborativo, articulado y participativo entre el equipo docente, equipo directivo, asistentes de la educación y/o equipo psicosocial.\n- Se sugiere trabajar la indagación de datos en grupos pequeños y propiciar el plenario para los acuerdos de mejora.\n\nRecomendaciones:\n- Se recomienda contar con hojas blancas y lápices para el trabajo en grupos; papelógrafo o pizarra para la puesta en común.\n- Al finalizar, recuerden recopilar el resultado del trabajo de cada grupo, el cual podrá ser usado para futuras intervenciones.\n- Propiciar un ambiente de trabajo cordial y confortable para la realización de este taller.\n- Se recomienda contar con los diferentes datos entregados por la Agencia de Calidad a la escuela.	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[{"ClusterHead":"taller 2","TotalAutoSuggestedCount":2,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"taller 2","AutoSuggestedCount":2,"UserSuggestedCount":0}]},{"ClusterHead":"talleres de orientacion","TotalAutoSuggestedCount":4,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"talleres de orientacion","AutoSuggestedCount":4,"UserSuggestedCount":0}]}]	False	[]	34	Guía metodológica
Taller 3 Aplicación de la Guía Metodológica para el Uso de Datos	Objetivos:\n- Evaluar el conocimiento de los conceptos y recursos relacionados con la Guía Metodológica para el Uso de Datos.\n- Concebir los conceptos y recursos presentados, como un recurso en la gestión institucional y pedagógica.\n\nPrincipales conceptos a abordar:\n- Guía Metodológica para el Uso de Datos como un recurso para la gestión.\n- Uso de datos para la toma de decisiones.\n\nMetodología:\n- Trabajo colaborativo, articulado y participativo entre el equipo docente, equipo directivo y asistentes de la educación.\n- Se sugiere trabajar la indagación de datos en grupos pequeños y propiciar el plenario para los acuerdos de mejora.\n\nRecomendaciones:\n\n1_ Antes del taller: Quienes dirijan el taller deberán tener claridad de lo trabajado en los talleres anteriores, así como el resultado de las reflexiones realizadas.\n\nSe sugiere contar con hojas blancas y lápices para el trabajo en grupos; papelógrafo o pizarra para la puesta en común.\n\n2._ Durante el taller: Propicie un ambiente de trabajo cordial y confortable para la realización de este taller.\n\n3._ Posterior al taller: Al finalizar, recuerde recopilar el resultado del trabajo de cada grupo, el cual podrá ser usado para futuras intervenciones.\n	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[{"ClusterHead":"de que se trata la guia metodologica","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"de que se trata la guia metodologica","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"Que es la metodología","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Que es la metodología","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"que uso se le puede dar a la metodologia","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"que uso se le puede dar a la metodologia","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"talleres de orientacion","TotalAutoSuggestedCount":4,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"talleres de orientacion","AutoSuggestedCount":4,"UserSuggestedCount":0}]}]	False	[]	35	Guía metodológica
Taller tres Aplicación de la Guía Metodológica para el Uso de Datos	Objetivos:\n- Evaluar el conocimiento de los conceptos y recursos relacionados con la Guía Metodológica para el Uso de Datos.\n- Concebir los conceptos y recursos presentados, como un recurso en la gestión institucional y pedagógica.\n\nPrincipales conceptos a abordar:\n- Guía Metodológica para el Uso de Datos como un recurso para la gestión.\n- Uso de datos para la toma de decisiones.\n\nMetodología:\n- Trabajo colaborativo, articulado y participativo entre el equipo docente, equipo directivo y asistentes de la educación.\n- Se sugiere trabajar la indagación de datos en grupos pequeños y propiciar el plenario para los acuerdos de mejora.\n\nRecomendaciones:\n\n1_ Antes del taller: Quienes dirijan el taller deberán tener claridad de lo trabajado en los talleres anteriores, así como el resultado de las reflexiones realizadas.\n\nSe sugiere contar con hojas blancas y lápices para el trabajo en grupos; papelógrafo o pizarra para la puesta en común.\n\n2._ Durante el taller: Propicie un ambiente de trabajo cordial y confortable para la realización de este taller.\n\n3._ Posterior al taller: Al finalizar, recuerde recopilar el resultado del trabajo de cada grupo, el cual podrá ser usado para futuras intervenciones.\n	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[{"ClusterHead":"de que se trata la guia metodologica","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"de que se trata la guia metodologica","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"Que es la metodología","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"Que es la metodología","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"que uso se le puede dar a la metodologia","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"que uso se le puede dar a la metodologia","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"talleres de orientacion","TotalAutoSuggestedCount":4,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"talleres de orientacion","AutoSuggestedCount":4,"UserSuggestedCount":0}]}]	False	[]	35	Guía metodológica
¿Qué decisiones se tomaron? ¿Cómo se implementarán?	Al finalizar será necesario recoger el material de cada grupo para hacer un trabajo profundo en la sistematización de las ideas que surgieron de este taller.\n\n7.Cuadernillo de trabajo El presente cuadernillo permite la aplicación de la Guía Metodológica para el Uso de Datos. Se sugiere un trabajo colaborativo y participativo que considere la perspectiva y opinión de los distintos actores escolares, esto enriquece la toma de decisiones en los procesos de mejoramiento educativo.\n\nAsimismo, es esencial propiciar un espacio de reflexión con confianza y buen clima para que todos se sientan partícipes en la toma de decisiones al interior de la escuela.\n\nEl cuadernillo se puede utilizar cada vez que se requiera tomar una decisión sobre procesos de mejoramiento y se desee incorporar el uso de datos para dichos procesos. De esta forma, las instituciones definirán en qué momentos del semestre es pertinente establecer tales procesos, lo que no resta que cada miembro de la institución considere la guía para tomar decisiones dentro de su ámbito de acción y según su rol.\n\nEste cuadernillo considera infografías4 y talleres que están diseñados para aplicar y generar reflexión en la escuela en torno a la alfabetización en datos, cuál es el diagnóstico del equipo en su uso, con qué datos cuenta la escuela, etc.\n\npermitiendo que la institución vaya fortaleciendo y promoviendo una cultura de uso de datos para la toma de decisiones.\n\nAntes de iniciar la aplicación de la guía, a modo de recordatorio, se presentan dos tablas con algunos datos con los que cuentan escuelas y liceos tanto a nivel institucional como de aula, y que pueden ser considerados en la toma de decisiones para el mejoramiento educativo. Además, algunos ejemplos de hojas de registro que permiten recoger datos al interior del establecimiento.\n\nEstos elementos, así como el presente cuadernillo de trabajo, los talleres abordados en la sección anterior y los materiales asociados (infografías y afiche) son parte del Cuaderno de Trabajo para Guía de Uso de Datos fotocopiable, incluido en esta carpeta.\n\n7.1 Herramientas preliminares Los siguientes son ejemplos recordatorios de lo datos con los que cuenta el establecimiento para abordar sus análisis, y ejemplos de hojas de registro para sistematizarlos.\n\n7.1.2 Ejemplos de hojas de registro Figura 7.1 Ejemplo de hoja de registro para el docente Datos de Registro (Docentes)\n\n*   Nombre:\n*   RBD:\n*   Curso que reporta:\n*   Asignatura(s):\n*   Cantidad de horas semanales con el curso:\n*   Periodo que reporta: Datos cuantitativos Identificar los datos más relevantes en relación a: Cantidad de estudiantes: % Estudiantes vulnerables: % Estudiantes PIE: % Asistencia de estudiantes: Promedio de notas: Resultados de aprendizaje Simce: (puntajes promedio, distribución de estudiantes según nivel de los Estándares de Aprendizaje) % Asistencia a reuniones de apoderados: Otros Datos cualitativos Identificar los datos que usted y/o el equipo consideran más significativos en relación a: Actividades pedagógicas del periodo: Procesos de evaluación del periodo (ejemplos: Evaluación Formativa y Evaluación Progresiva): Ámbito de convivencia escolar: Otros: Notas: Figura 7.2 Ejemplo de hoja de registro para directivos Datos de Registro (Directivos)\n*   Nombre:\n*   RBD:\n*   Nivel o curso que reporta:\n*   Periodo que reporta: Datos cuantitativos Identificar los datos más relevantes en relación a: Matrícula: Cantidad de cursos: % Estudiantes vulnerables: % Estudiantes PIE: % Asistencia de estudiantes: Promedio de notas por curso: Resultados de aprendizaje Simce: (puntajes promedio, distribución de estudiantes según nivel de los Estándares de Aprendizaje) % Asistencia a reuniones de apoderados: Cantidad de integrantes del equipo docente: Cantidad de asistentes de la educación: Cantidad de integrantes del equipo psicosocial: Cantidad de integrantes del equipo PIE: Datos cualitativos Identificar los datos que usted considera más significativos en relación a: Actividades pedagógicas del periodo: Procesos de evaluación del periodo (ejemplos: Evaluación Formativa y Progresiva): Ámbito de convivencia escolar: Equipos profesionales (docentes, asistentes de la educación, equipo psicosocial): Otros: Notas:\n\n7.2 Cuadernillo de uso de datos tipo\n\nA continuación, se presenta el cuadernillo de trabajo para aplicar los cinco pasos de la metodología para el uso de datos en su establecimiento. Para facilitar este proceso, recuerde que puede consultar el capítulo 4 de este libro, donde encontrará mayores detalles para realizar esta tarea.\n\nEn cada paso aparece su definición, algunas preguntas orientadoras y conceptos clave que posibilitan el desarrollo y registro de la aplicación metodológica.\n\nCuadernillo El siguiente es un cuadernillo de trabajo para aplicar la Guía Metodológica de Uso de Datos en su establecimiento. Este material permite registrar, anotar, hacer comparaciones, etc. y la propia escuela puede multicopiarlo, para que sea utilizado como un documento propio de su cultura de uso de datos cotidiana.\n\nTambién, aparece replicado en el Cuaderno de Trabajo fotocopiable, incluido en la carpeta.\n\nPaso 1. Identificar desafíos o problemas para abordar con datos Se comprende como la identificación de la necesidad de intervención, solicitud demandada\n\no requerimiento de mejora que da sentido al proceso de uso de datos.\n\nEjemplo El equipo directivo ha observado que el aprendizaje de la comprensión lectora en el primer ciclo de enseñanza básica está aún lejos de las expectativas de la institución, por lo que se ha propuesto analizar esta situación, para poder establecer acciones de mejora.\n\nInformación relevante\n\nLos desafíos pueden estar orientados a mejorar los siguientes ámbitos: - los aprendizajes; - la enseñanza; - la gestión.\n\nUna vez definido el ámbito a abordar, identificar focos específicos a trabajar.\n\nRedactar el desafío utilizando un lenguaje conciso y sencillo que facilite la comprensión.\n\nPreguntas orientadoras La reflexión y discusión en torno a las siguientes preguntas ayudará a lograr el primer paso.	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[{"ClusterHead":"que uso se le puede dar a la metodologia","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"que uso se le puede dar a la metodologia","AutoSuggestedCount":1,"UserSuggestedCount":0}]},{"ClusterHead":"de que se trata la guia metodologica","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"de que se trata la guia metodologica","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	40	Guía metodológica
¿Cómo se ha intentado solucionar el desafío hasta ahora?	Aplicación: En este espacio pueden registrar sus respuestas, comentarios, apreciaciones, notas, etc. para dar forma al Paso 1.\n\nPaso 2. Recopilar y seleccionar datos Corresponde a las tareas asociadas con la identificación, acceso y ordenamiento de los datos necesarios conforme al desafío definido.\n\nEjemplo\n\n*   Frente al desafío anterior, se identifican, en principio, los siguientes datos como potencialmente útiles para el análisis: - Resultados de Aprendizaje Simce de 4° básico de los últimos cinco años (puntaje promedio y Estándares de Aprendizaje) - Indicadores de Desarrollo Personal y Social (IDPS).\n    *   Medición interna de comprensión lectora.\n    *   Calificaciones de los estudiantes en evaluaciones de aula de comprensión lectora.\n    *   Matrícula.\n    *   Cobertura curricular.\n    *   Asistencia de estudiantes.\n    *   Asistencia de docentes.\n    *   Resultados de observación de clases.\n    *   Informe de resultados del Sistema de Evaluación Docente.\n    *   Planificación curricular.\n*   Asimismo, también se identificaron los sitios donde están disponibles los datos: - Sitio web de Agencia de Calidad de la Educación (www.agenciaeducacion.cl).\n    *   Plataforma que dispone el sostenedor para medir comprensión lectora.\n    *   Sistema Información General de Estudiantes (SIGE).\n    *   Sistema de Evaluación Docente (www.docentemas.cl).\n    *   Registros jefe de UTP.\n*   Luego de evaluar la calidad de los datos, se determinan los más adecuados y se discuten con otros actores.\n\nSe decide utilizar los siguientes: - Resultados de Aprendizaje Simce de 4° básico de los últimos cinco años (puntaje promedio y Estándares de Aprendizaje).\n\n*   Medición interna de comprensión lectora.\n*   Cobertura curricular.\n*   Asistencia de docentes.\n*   Informe de resultados del Sistema de Evaluación Docente.\n*   Resultados de observación de clases.\n\nb. Información relevante\n\n*   Datos internos: levantados dentro del establecimiento educacional.\n*   Datos externos: levantados por entidades externas al establecimiento educacional.\n*   Datos cuantitativos: cantidades o representaciones numéricas (por ejemplo, puntaje de pruebas estandarizadas).\n*   Datos cualitativos: cualidades de algo (por ejemplo opiniones o percepciones).\n*   Datos confiables y válidos, es decir, datos que surgen de instrumentos que miden lo que se pretende mediry cuya aplicación repetida, producirá iguales resultados.\n\nc. Preguntas orientadoras La reflexión y discusión en torno a las siguientes preguntas ayudará a lograr el segundo paso.	Libro_uso_guia_metodologica.txt	system_metadata_qna_edited_manually:true|source:archivos.agenciaeducacion.cl/upperlibro_uso_guia_metodologica.pdf	[{"ClusterHead":"como identificar desafios","TotalAutoSuggestedCount":1,"TotalUserSuggestedCount":0,"AlternateQuestionList":[{"Question":"como identificar desafios","AutoSuggestedCount":1,"UserSuggestedCount":0}]}]	False	[]	41	Guía metodológica
